state,district,year,month,avg_groundwater_level,monthly_avg_rainfall,rain_lag_1,rain_lag_3,rain_lag_6,cumulative_rain_3m,monthly_avg_soil_moisture_15cm,soil_moisture_lag_1,soil_moisture_lag_3,month_sin,month_cos,groundwater_lag_1,groundwater_lag_3,groundwater_lag_6,groundwater_rolling_3,groundwater_rolling_6
Punjab,Amritsar,2023.0,4.0,15.684545454545455,1.2381309089833332,1.5112365453580647,0.6296014601548386,0.1292917732290322,2.7680505389485406,14.42532550385,12.31033076124,11.46062282397,0.8660254037844387,-0.4999999999999998,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
Punjab,Amritsar,2023.0,5.0,15.88516129032258,1.7787592566806452,1.2381309089833332,0.0186830846071428,0.1886967930266666,4.528126711022043,17.7514694471,14.42532550385,10.206935623822222,0.49999999999999994,-0.8660254037844387,15.684545454545455,15.684545454545455,15.684545454545455,15.751417399804497,15.717981427174976
Punjab,Amritsar,2023.0,6.0,15.88516129032258,6.0842112021100005,1.7787592566806452,1.5112365453580647,0.0518535844419354,9.101101367773978,19.45926335513333,17.7514694471,12.31033076124,1.2246467991473532e-16,-1.0,15.88516129032258,15.684545454545455,15.684545454545455,15.818289345063539,15.751417399804497
Punjab,Amritsar,2023.0,7.0,15.88516129032258,11.82680968805484,6.0842112021100005,1.2381309089833332,0.6296014601548386,19.68978014684549,20.670988558285188,19.45926335513333,14.42532550385,-0.4999999999999997,-0.8660254037844388,15.88516129032258,15.684545454545455,15.684545454545455,15.88516129032258,15.784853372434016
Punjab,Amritsar,2023.0,8.0,15.88516129032258,3.355578775219355,11.82680968805484,1.7787592566806452,0.0186830846071428,21.2665996653842,14.718807859596774,20.670988558285188,17.7514694471,-0.8660254037844385,-0.5000000000000004,15.88516129032258,15.88516129032258,15.684545454545455,15.88516129032258,15.818289345063539
Punjab,Amritsar,2023.0,9.0,15.88516129032258,4.055483248403333,3.355578775219355,6.0842112021100005,1.5112365453580647,19.237871711677528,14.32255127256,14.718807859596774,19.45926335513333,-1.0,-1.8369701987210297e-16,15.88516129032258,15.88516129032258,15.684545454545455,15.88516129032258,15.85172531769306
Punjab,Amritsar,2023.0,10.0,15.88516129032258,1.1731363062032258,4.055483248403333,11.82680968805484,1.2381309089833332,8.584198329825913,18.137568010265216,14.32255127256,20.670988558285188,-0.8660254037844386,0.5000000000000001,15.88516129032258,15.88516129032258,15.684545454545455,15.88516129032258,15.88516129032258
Punjab,Amritsar,2023.0,11.0,15.88516129032258,0.8933814022766666,1.1731363062032258,3.355578775219355,1.7787592566806452,6.122000956883226,14.663802806443334,18.137568010265216,14.718807859596774,-0.5000000000000004,0.8660254037844384,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258
Punjab,Amritsar,2023.0,12.0,15.88516129032258,0.025873252132258,0.8933814022766666,4.055483248403333,6.0842112021100005,2.0923909606121507,13.416508469419355,14.663802806443334,14.32255127256,-2.4492935982947064e-16,1.0,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258
Punjab,Amritsar,2024.0,1.0,15.88516129032258,0.0,0.025873252132258,1.1731363062032258,11.82680968805484,0.9192546544089248,12.551976405613791,13.416508469419355,18.137568010265216,0.49999999999999994,0.8660254037844387,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258,15.88516129032258
